id	output
"bafkreih7hyiwxbvfxomw53f7bi52ig5n6s4az22bkzrxi44saggovbirg4"	{"roof_date": null}
"bafkreih6bay2xu2wg3thsy2xcuplzklsfvgydy2io7kjfccyzep7uhiqu4"	{"roof_date": null}
"bafkreibj74cvksoymikxxo5dzcurrh7toc67v5doe7xmdavk3kivciyry4"	{"roof_date": null}
"bafkreigyl7fxrbc2s2edh5n5fraapmmcfb7i22dli7r24iafdxhkibh63i"	{"roof_date": null}
"bafkreihglwaz2lodvq4f4pjx6dqqzsxqpc4f7dqvaty3a3hb254p36pyu4"	{"roof_date": null}
"bafkreidn7kcg4w6ha5cczudpx4k7xakpvzlgqcwvj4hgmd2gpl4zinihqe"	{"roof_date": null}
"bafkreiek4hzbujtciysl2lwzv6enh6aliondyg6vbcqf3fnw7kxkgqfm7u"	{"roof_date": null}
"bafkreickiufvgiyhuary5gbr3ok6hgifi54uagqfupe3qpdq6icapmgyfm"	{"roof_date": null}
"bafkreifgj6nkojqk6s6pujduudz6pbnrqk2kkb76ydoe2bdekdbzx3qkxa"	{"roof_date": null}
"bafkreiel7k6rx3c3md2vcy5fg2swdzvyd4ty5sgqimp6mdas4nea2bqore"	{"roof_date": null}
